source_title,source_journal,citing_title,citing_pmid,pmcid,ref_ids,citation_sentence,vader_score,textblob_score,custom_score,pos_ratio,neg_ratio
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Parkinson's Disease Exhibits Amplified Intermuscular Coherence During Dynamic Voluntary Action.,32308641,PMC7145888,B2,"Action tremor is distinct from rest tremor [or its re-emergence during steady contraction ( [CIT] )] in that is higher in frequency (6–15 vs. 3–5 Hz), enhanced during dynamic action rather than reduced, and it is not attenuated by dopamine replacement in PD (4).",0.6909,0.5763888888888888,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,Parkinson's disease patients may show a tremor that appears after a variable delay while the arms are kept outstretched (re-emergent tremor).,0.3409,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,The objectives of this study were to investigate re-emergent tremor pathophysiology by studying the role of the primary motor cortex in this tremor and making a comparison with rest tremor.,0.5,0.7,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,We enrolled 10 Parkinson's disease patients with both re-emergent and rest tremor.,0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,"Tremor was assessed by spectral analysis, corticomuscular coherence and tremor-resetting produced by transcranial magnetic stimulation over the primary motor cortex.",0.5,0.7,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,"We also recorded transcranial magnetic stimulation-evoked potentials generated by motor cortex stimulation during rest tremor, tremor suppression during wrist extension, and re-emergent tremor.",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,"Spectral analysis, corticomuscular coherence, and tremor resetting were compared between re-emergent tremor and rest tremor.",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,"Re-emergent tremor showed significant corticomuscular coherence, causal relation between motor cortex activity and tremor muscle and tremor resetting.",0.60115,0.6875,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,"The P60 component of transcranial magnetic stimulation-evoked potentials reduced in amplitude during tremor suppression, recovered before re-emergent tremor, was facilitated at re-emergent tremor onset, and returned to values similar to those of rest tremor during re-emergent tremor.",0.70095,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,"Compared with rest tremor, re-emergent tremor showed similar corticomuscular coherence and tremor resetting, but slightly higher frequency.",0.5,0.5625,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,"Re-emergent tremor is causally related with the activity of the primary motor cortex, which is likely a convergence node in the network that generates re-emergent tremor.",0.5,0.5666666666666667,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,Re-emergent tremor and rest tremor share common pathophysiological mechanisms in which the motor cortex plays a crucial role.,0.74695,0.425,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tremor in Parkinson's Disease: The Role of the Motor Cortex.,32175656,PMC8448579,,© 2020 International Parkinson and Movement Disorder Society.,0.29905000000000004,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Quantitative assessment of Parkinsonian tremor by using biosensor device.,31860947,PMC6940115,R23,"Moreover, we confirmed the presence of tremor during muscular effort in a significant number of patients[ [CIT] –24] and the influence of emotional stress on the tremor characteristics, consistent with previous literature studies.",0.4871,0.5858333333333333,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Population-scale hand tremor analysis via anonymized mouse cursor signals.,31583281,PMC6760188,CR39,"For each condition, the regions where the cursor tremor frequency values are higher than expected (PMI &gt; 0) correspond to tremor frequency ranges identified during clinical studies: Parkinsonian tremors (3–7 Hz)30, [CIT] ,40 and ETs (4–12 Hz).41Fig.",0.70095,0.5375,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Population-scale hand tremor analysis via anonymized mouse cursor signals.,31583281,PMC6760188,CR39,"The alignment between cursor tremor distributions from searchers issuing experiential diagnostic queries and tremor distributions from clinical studies30, [CIT] –41 further supports the use of mouse cursor motion for tremor estimation.",0.6806,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-Emergent Kinetic Tremor in Parkinson's Disease.,31498336,PMC6691624,cit0001,[CIT] This refers to the appearance of a postural tremor after a latency once the limb assumes a horizontal posture.,0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-Emergent Kinetic Tremor in Parkinson's Disease.,31498336,PMC6691624,cit0001,"[CIT] This is in comparison to essential tremor (ET), where the postural tremor appears as soon as the limb is held in a horizontal position.",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-Emergent Kinetic Tremor in Parkinson's Disease.,31498336,PMC6691624,cit0001,"[CIT] Occasionally, PD patients have a re-emergent postural tremor in the absence of rest tremor.",0.5,0.496875,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-Emergent Kinetic Tremor in Parkinson's Disease.,31498336,PMC6691624,cit0001,"[CIT] In daily life, a re-emergent postural tremor is a significant cause of disability because it can interfere with holding objects.",0.60115,0.59375,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-Emergent Kinetic Tremor in Parkinson's Disease.,31498336,PMC6691624,cit0001,"[CIT] People with ET describe a kinetic tremor which is present while doing an activity and can interfere with several tasks such as shaving, handwriting, pouring, and so on.",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Tremor Types in Parkinson Disease: A Descriptive Study Using a New Classification.,30363956,PMC6186312,B24,Few studies have distinguished between re-emergent tremor and tremor that does not occur after a time lag [ [CIT] ].,0.32999999999999996,0.4,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",How Do I Examine for Re-Emergent Tremor?,30363601,PMC6178735,,"Although rest tremor is the typical form of tremor associated with Parkinson's disease (PD), particularly the tremor-dominant subtype,1 parkinsonian patients may also exhibit postural tremor.",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",How Do I Examine for Re-Emergent Tremor?,30363601,PMC6178735,,"In many parkinsonian patients, this postural tremor emerges after a latency of a few seconds or even minutes.",0.5,0.575,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",How Do I Examine for Re-Emergent Tremor?,30363601,PMC6178735,,"In our original description, we coined the term ""re-emergent tremor"" to differentiate this postural tremor from essential tremor, which occurs without any latency, and to link it to PD rest tremor that is ""reset"" after some latency when a new holding posture is assumed.2 The relationship of this re-emergent tremor to the typical rest tremor is supported by the observation that this tremor shares many characteristics with the typical rest tremor, such as the same, 3 to 5-Hz frequency, occasional supinating-pronating component, and relatively good response to dopaminergic therapy.",0.91355,0.5689015151515151,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",How Do I Examine for Re-Emergent Tremor?,30363601,PMC6178735,,"Rarely, postural tremor, occurring after a brief (2-4 seconds) latency can be seen even without observable rest tremor.3 In most patients with PD, it is the postural (re-emergent) tremor that is more troublesome for them than the typical rest tremor, because this re-emergent tremor interferes with their ability to hold objects, such as newspapers, against gravity and results in spilling of liquids.",0.34165,0.5944444444444444,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",How Do I Examine for Re-Emergent Tremor?,30363601,PMC6178735,,"Postural tremor of PD is often misdiagnosed as essential tremor, and this diagnostic challenge can be further confounded when both conditions coexist.4 When that occurs, the postural tremor is present without latency, although the amplitude may gradually increase as the underlying re-emergent tremor becomes more evident.",0.6909,0.575,0.9999995000005,0.02631578947368421,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",A Novel Posture for Better Differentiation Between Parkinson's Tremor and Essential Tremor.,29867328,PMC5966572,B25,"Since in most cases the re-emergent latency of tremor is less than 10 s (Jankovic et al., [CIT] ), each segment was assumed to have incorporated tremor components which characterized the disease.",0.5,0.5833333333333334,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",The nature of postural tremor in Parkinson disease.,29476038,PMC5880634,,To disentangle the different forms of postural tremors in Parkinson disease (PD).,0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",The nature of postural tremor in Parkinson disease.,29476038,PMC5880634,,"In this combined observational and intervention study, we measured resting and postural tremor characteristics in 73 patients with tremulous PD by using EMG of forearm muscles.",0.375,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",The nature of postural tremor in Parkinson disease.,29476038,PMC5880634,,"Patients were measured both ""off"" medication (overnight withdrawal) and after dispersible levodopa-benserazide 200/50 mg. We performed an automated 2-step cluster analysis on 3 postural tremor characteristics: the frequency difference with resting tremor, the degree of tremor suppression after posturing, and the dopamine response.",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",The nature of postural tremor in Parkinson disease.,29476038,PMC5880634,,"The cluster analysis revealed 2 distinct postural tremor phenotypes: 81% had re-emergent tremor (amplitude suppression, frequency difference with resting tremor 0.4 Hz, clear dopamine response) and 19% had pure postural tremor (no amplitude suppression, frequency difference with resting tremor 3.5 Hz, no dopamine response).",0.55135,0.6023809523809524,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",The nature of postural tremor in Parkinson disease.,29476038,PMC5880634,,This finding was manually validated (accuracy of 93%).,0.61315,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",The nature of postural tremor in Parkinson disease.,29476038,PMC5880634,,"Pure postural tremor was not associated with clinical signs of essential tremor or dystonia, and it was not influenced by weighing.",0.5,0.5535714285714286,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",The nature of postural tremor in Parkinson disease.,29476038,PMC5880634,,"There are 2 distinct postural tremor phenotypes in PD, which have a different pathophysiology and require different treatment.",0.5,0.55,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",The nature of postural tremor in Parkinson disease.,29476038,PMC5880634,,"Re-emergent tremor is a continuation of resting tremor during stable posturing, and it has a dopaminergic basis.",0.648,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",The nature of postural tremor in Parkinson disease.,29476038,PMC5880634,,"Pure postural tremor is a less common type of tremor that is inherent to PD, but has a largely nondopaminergic basis.",0.5,0.49523809523809526,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,Consensus criteria for classifying tremor disorders were published by the International Parkinson and Movement Disorder Society in 1998.,0.29905000000000004,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,"Subsequent advances with regard to essential tremor, tremor associated with dystonia, and other monosymptomatic and indeterminate tremors make a significant revision necessary.",0.60115,0.525,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,Convene an international panel of experienced investigators to review the definition and classification of tremor.,0.5,0.7,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,"Computerized MEDLINE searches in January 2013 and 2015 were conducted using a combination of text words and MeSH terms: ""tremor"", ""tremor disorders"", ""essential tremor"", ""dystonic tremor"", and ""classification"" limited to human studies.",0.38685,0.4880952380952381,4.999994999699275e-07,0.0,0.04
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,"Agreement was obtained using consensus development methodology during four in-person meetings, two teleconferences, and numerous manuscript reviews.",0.74695,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,"Tremor is defined as an involuntary, rhythmic, oscillatory movement of a body part and is classified along two axes: Axis 1-clinical characteristics, including historical features (age at onset, family history, and temporal evolution), tremor characteristics (body distribution, activation condition), associated signs (systemic, neurological), and laboratory tests (electrophysiology, imaging); and Axis 2-etiology (acquired, genetic, or idiopathic).",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,"Tremor syndromes, consisting of either isolated tremor or tremor combined with other clinical features, are defined within Axis 1.",0.3409,0.4375,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,"This classification scheme retains the currently accepted tremor syndromes, including essential tremor, and provides a framework for defining new syndromes.",0.6366,0.5227272727272727,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,This approach should be particularly useful in elucidating isolated tremor syndromes and syndromes consisting of tremor and other signs of uncertain significance.,0.6003000000000001,0.54375,0.9999995000005,0.05555555555555555,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,Consistently defined Axis 1 syndromes are needed to facilitate the elucidation of specific etiologies in Axis 2.,0.5,0.5625,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Consensus Statement on the classification of tremors. from the task force on tremor of the International Parkinson and Movement Disorder Society.,29193359,PMC6530552,,© 2017 International Parkinson and Movement Disorder Society.,0.29905000000000004,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Rest tremor revisited: Parkinson's disease and other disorders.,28638597,PMC5472969,CR11,"Re-emergent tremor, defined as tremor slowly emerging when a new position of the extremity is acquired, is regarded as the same phenomenon when it is clinically more severely expressed [ [CIT] ].",0.24525000000000002,0.5420454545454545,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Clinical and Imaging Study of Isolated and Mixed Rest and Action Tremor-Essential Tremor versus Parkinson's Disease.,28615899,PMC5470149,ref2,[ [CIT] ] Several clinical series about the greater risk of developing PD of ET patients have been recorded in literature.,0.55135,0.625,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Tremor stability index: a new tool for differential diagnosis in tremor syndromes.,28459950,PMC5493195,R17,"However, Parkinson’s disease tremor may also manifest as a postural tremor, which generally appears a few seconds after assuming a posture—‘re-emergent’ tremor ( [CIT] ; Shahed and Jankovic, 2007; Belvisi et al., 2017).",0.5,0.4625,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Approach to a tremor patient.,27994349,PMC5144461,ref13,[ [CIT] ] Some patients with PD may have an associated or an isolated action tremor.,0.3409,0.55,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Approach to a tremor patient.,27994349,PMC5144461,ref13,[ [CIT] ],0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-Emergent Tremor of Parkinson's Disease Masquerading as Essential Tremor.,27352396,PMC4790196,b02,"Re-emergent tremor, a tremor reappearing after a latency period, [CIT] is a clinical feature of PD.",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Using Portable Transducers to Measure Tremor Severity.,27257514,PMC4872171,b38,"[CIT] Very mild rest tremor is typically very intermittent, so a 60-second recording with an augmenting task may be necessary.39 Continuous long-term recordings have also been used.21 Intention tremor may occur intermittently in certain phases of a task (e.g., as the finger approaches the nose), and 60 seconds or longer may be required to obtain representative samples.",0.6366,0.6412698412698412,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,Mild parkinsonian features can be observed in patients with essential tremor (ET).,0.5,0.5833333333333334,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,"Although dopamine transporter (DAT) imaging is usually normal in ET, some studies found mild dopaminergic deficit in ET patients compared to healthy controls (HC).",0.5,0.6638888888888889,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,We analyzed clinical and DAT imaging data in ET patients with and without parkinsonian features.,0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,Thirty-nine ET patients with and without parkinsonian features and 13 HC underwent detailed examination by a movement disorders neurologist and 123-I ioflupane SPECT.,0.5,0.7,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,"Two independent radiologists ""blinded"" to the clinical diagnosis analyzed images visually and by semi-quantitative calculation of striatal binding ratios in different volumes of interests.",0.625,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,"ET patients were divided into pure ET group (no parkinsonian features, n = 22), ET-P [one parkinsonian feature not sufficient for the clinical diagnosis of Parkinson's disease (PD), n = 9], and ET + PD (two or more parkinsonian features meeting diagnostic criteria for PD, n = 8).",0.5,0.7023809523809524,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,"As expected, ET + PD patients had the lowest striatal binding ratios.",0.30910000000000004,0.45,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,"We also found a trend toward slightly lower striatal binding ratios in ET patients ET compared to HC, especially in caudate nucleus.",0.386,0.4583333333333333,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,"There was no significant correlation between striatal binding ratios, ET severity or duration.",0.44865,0.40625,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,Patients with ET and parkinsonian features represent a heterogeneous group that includes ET + PD and ET-P.,0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,The latter group shares some clinical features with PD but has no dopaminergic deficit on DAT imaging as determined by visual image interpretation.,0.30405,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Dopamine transporter imaging in essential tremor with and without parkinsonian features.,26133163,,,"On the other hand, minimal dopaminergic deficit (as compared to controls) is detected in some ET patients with semi-quantitative image analysis, although the pattern may be different from that of PD.",0.5640000000000001,0.4625,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tongue Tremor as the Presenting Symptom of Parkinson's Disease.,25759787,PMC4342128,,"The most common symptom of Parkinson's disease is the unilateral, typically resting tremor in body parts, most commonly in the upper extremities.",0.5,0.48095238095238096,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tongue Tremor as the Presenting Symptom of Parkinson's Disease.,25759787,PMC4342128,,"However, this finding can spread to the other parts of the body like lips, chin, jaw and tongue during the course of the disease.",0.6806,0.4375,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tongue Tremor as the Presenting Symptom of Parkinson's Disease.,25759787,PMC4342128,,"Nevertheless, we have not come across any Parkinson's disease case presenting with tongue tremor in the literature.",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tongue Tremor as the Presenting Symptom of Parkinson's Disease.,25759787,PMC4342128,,"Here, we present a 58 year-old man with Parkinson's disease presenting with tongue tremor, his striking response to the levodopa test and his follow-up data.",0.5,0.625,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tongue Tremor as the Presenting Symptom of Parkinson's Disease.,25759787,PMC4342128,,The topography of motor symptoms at onset in Parkinson's disease is presumably determined by the severity of the Lewy body neuronal degeneration in distinct parts of the substantia nigra.,0.67,0.65,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tongue Tremor as the Presenting Symptom of Parkinson's Disease.,25759787,PMC4342128,,"Therefore, patterns of somatic symptom progression in Parkinson's disease indicate that involvement of the cranial structures always follows the development of symptoms in the extremities.",0.5,0.5,0.5,0.0,0.0
Re-emergent tremor of Parkinson's disease.,"Journal of neurology, neurosurgery, and psychiatry",Re-emergent Tongue Tremor as the Presenting Symptom of Parkinson's Disease.,25759787,PMC4342128,,"However, in our case, cranial structures seem to precede the involvement of extremity-related areas.",0.5,0.5,0.5,0.0,0.0
